user_id,day,chronotype,weekday,alarm_hour,alarm_minute,alarm_hour_with_snooze,alarm_minute_with_snooze,sleep_duration_hours,screen_time_before_bed_min,smart_sleep_meter,stress_level,sleep_quality,exercise_done,nap_duration_min,snooze_count,next_day_smart_sleep,snooze_time_min,optimal_alarm_hour,optimal_alarm_minute,mood
4,12,standard,4,8,54,9,4,4.9,22,5.3,1.5,6.4,1,25,1,5.8,10,9,54,sad
4,13,standard,5,9,16,9,16,5.6,23,5.8,1.1,5.6,1,41,0,7.5,0,10,16,neutral
4,14,standard,6,9,1,9,1,7.7,27,7.5,1.8,7.3,1,14,0,6.6,0,9,1,happy
4,15,standard,0,8,16,8,16,5.5,26,6.6,2.0,9.4,1,34,0,8.0,0,8,16,neutral
4,16,standard,1,8,54,8,54,4.4,17,8.0,2.3,7.7,0,1,0,3.9,0,8,54,happy
4,17,standard,2,8,7,8,17,5.5,15,3.9,1.9,7.8,1,3,1,7.6,10,7,7,sad
4,18,standard,3,8,2,8,2,4.0,19,7.6,1.6,9.0,1,15,0,5.3,0,8,2,happy
4,19,standard,4,8,41,8,41,5.7,9,5.3,2.2,7.3,0,6,0,5.0,0,7,41,neutral
4,20,standard,5,9,5,9,5,7.2,7,5.0,2.0,6.3,0,53,0,3.4,0,10,5,neutral
4,21,standard,6,9,39,10,9,6.7,3,3.4,0.8,4.9,0,17,3,7.2,30,8,39,sad
4,22,standard,0,8,19,8,19,5.6,0,7.2,0.9,8.5,0,12,0,4.5,0,8,19,neutral
4,23,standard,1,8,27,8,47,6.5,1,4.5,0.6,7.1,1,43,2,8.0,20,9,27,neutral
4,24,standard,2,8,22,8,22,6.7,0,8.0,0.0,9.7,1,9,0,8.0,0,8,22,neutral
4,25,standard,3,8,39,8,59,5.6,3,8.0,0.2,6.4,0,23,2,8.3,20,8,39,happy
4,26,standard,4,8,36,8,56,6.8,8,8.3,0.5,9.2,1,48,2,10.0,20,8,36,happy
4,27,standard,5,9,43,9,43,5.6,6,10.0,1.0,9.4,1,38,0,6.2,0,9,43,happy
4,28,standard,6,9,34,9,34,4.3,11,6.2,1.4,8.8,0,31,0,8.1,0,9,34,sad
4,29,standard,0,8,41,8,41,5.0,21,8.1,1.4,9.4,0,58,0,6.2,0,8,41,happy
5,1,early,0,5,8,5,18,7.8,2,2.6,7.9,5.4,0,47,1,4.8,10,4,8,sad
5,2,early,1,5,39,5,39,8.5,10,4.8,7.9,6.9,1,2,0,3.0,0,5,39,sad
5,3,early,2,5,43,5,53,6.4,15,3.0,7.8,8.1,1,43,1,3.5,10,4,43,neutral
5,4,early,3,5,27,5,47,7.2,18,3.5,7.8,7.9,1,32,2,2.7,20,6,27,sad
5,5,early,4,5,8,5,18,6.1,9,2.7,7.8,3.7,1,26,1,3.1,10,6,8,neutral
5,6,early,5,6,31,6,41,8.5,6,3.1,7.8,5.4,1,55,1,6.8,10,7,31,neutral
5,7,early,6,6,17,6,27,7.3,11,6.8,7.8,8.6,1,23,1,2.6,10,6,17,happy
5,8,early,0,5,9,5,29,8.8,8,2.6,7.3,6.8,1,47,2,4.7,20,6,9,neutral
5,9,early,1,5,37,5,37,7.5,18,4.7,6.9,8.9,1,10,0,4.1,0,5,37,neutral
5,10,early,2,5,28,5,28,8.7,27,4.1,7.3,6.2,1,33,0,2.6,0,5,28,neutral
5,11,early,3,5,8,5,8,7.0,17,2.6,6.8,3.8,0,59,0,6.1,0,6,8,sad
5,12,early,4,5,22,5,22,8.2,24,6.1,5.5,9.8,0,6,0,6.5,0,5,22,neutral
5,13,early,5,6,43,6,43,8.0,28,6.5,6.2,9.3,0,51,0,5.2,0,6,43,sad
5,14,early,6,6,42,6,52,7.8,22,5.2,6.5,6.9,1,25,1,3.2,10,6,42,sad
5,15,early,0,5,46,5,56,8.4,18,3.2,6.4,6.2,1,30,1,4.4,10,6,46,neutral
5,16,early,1,5,16,5,36,7.6,24,4.4,7.5,6.9,1,44,2,4.6,20,5,16,sad
5,17,early,2,5,37,5,47,7.8,26,4.6,7.6,5.1,1,4,1,3.1,10,5,37,neutral
5,18,early,3,5,1,5,11,7.6,21,3.1,8.3,5.0,0,1,1,4.7,10,6,1,neutral
5,19,early,4,5,16,5,26,6.6,30,4.7,8.4,8.5,1,59,1,3.8,10,5,16,neutral
5,20,early,5,6,35,6,55,7.8,37,3.8,8.5,6.9,0,34,2,3.5,20,6,35,sad
5,21,early,6,6,9,6,19,7.9,36,3.5,8.5,5.4,0,17,1,2.7,10,7,9,sad
5,22,early,0,5,44,6,4,8.4,30,2.7,8.6,5.8,1,4,2,4.5,20,6,44,sad
5,23,early,1,5,15,5,35,8.2,23,4.5,9.0,8.0,0,7,2,2.0,20,5,15,sad
5,24,early,2,5,56,5,56,5.2,24,2.0,9.0,5.0,1,26,0,0.8,0,6,56,sad
5,25,early,3,5,9,5,19,6.7,26,0.8,9.7,5.4,1,41,1,2.3,10,4,9,neutral
5,26,early,4,5,41,6,1,8.7,28,2.3,10.0,7.2,1,54,2,5.6,20,4,41,sad
5,27,early,5,6,28,6,28,7.1,23,5.6,10.0,7.0,1,43,0,2.3,0,6,28,sad
5,28,early,6,6,26,6,26,7.0,17,2.3,9.8,7.2,0,32,0,1.9,0,7,26,neutral
5,29,early,0,5,29,5,59,6.8,22,1.9,9.9,6.0,1,17,3,1.4,30,4,29,neutral
6,1,early,0,5,44,6,4,8.4,55,5.1,3.1,5.9,0,20,2,5.8,20,4,44,neutral
6,2,early,1,5,42,5,42,9.1,50,5.8,2.8,7.2,1,31,0,4.6,0,5,42,happy
6,3,early,2,5,39,5,49,6.5,56,4.6,2.8,7.1,1,37,1,5.2,10,4,39,neutral
6,4,early,3,5,37,5,47,8.4,52,5.2,2.9,5.8,1,56,1,3.6,10,4,37,happy
6,5,early,4,5,30,5,30,7.8,62,3.6,2.7,5.1,1,44,0,4.6,0,4,30,sad
6,6,early,5,6,51,6,51,6.2,65,4.6,3.0,7.3,0,25,0,7.4,0,5,51,neutral
6,7,early,6,6,38,6,48,7.9,59,7.4,2.9,8.8,0,43,1,6.6,10,6,38,happy
6,8,early,0,5,25,5,25,6.7,51,6.6,4.1,6.0,1,7,0,5.6,0,5,25,neutral
6,9,early,1,5,5,5,15,6.6,60,5.6,4.8,7.1,0,8,1,2.9,10,5,5,sad
6,10,early,2,5,43,5,53,8.1,65,2.9,4.5,6.1,1,54,1,5.9,10,6,43,sad
6,11,early,3,5,8,5,8,8.3,67,5.9,3.2,6.1,1,35,0,7.2,0,5,8,sad
6,12,early,4,5,39,5,39,7.0,75,7.2,2.7,7.2,1,20,0,5.1,0,5,39,happy
6,13,early,5,6,46,6,46,8.9,74,5.1,2.6,5.3,0,34,0,4.5,0,5,46,sad
6,14,early,6,6,48,6,48,6.9,64,4.5,3.2,5.6,1,19,0,3.8,0,5,48,neutral
6,15,early,0,5,6,5,6,7.1,67,3.8,3.2,4.4,1,58,0,3.7,0,6,6,sad
6,16,early,1,5,26,5,46,6.6,71,3.7,3.7,5.6,1,39,2,4.5,20,4,26,neutral
6,17,early,2,5,32,5,42,5.8,73,4.5,3.2,7.1,0,32,1,7.4,10,4,32,happy
6,18,early,3,5,16,5,26,8.1,71,7.4,3.7,7.3,0,48,1,6.6,10,5,16,happy
6,19,early,4,5,38,5,38,6.3,77,6.6,3.2,7.8,0,39,0,5.5,0,5,38,neutral
6,20,early,5,6,15,6,25,7.4,81,5.5,2.6,6.2,1,7,1,5.6,10,6,15,neutral
6,21,early,6,6,23,6,43,6.2,79,5.6,2.6,5.9,1,6,2,3.3,20,6,23,neutral
6,22,early,0,5,13,5,23,8.6,82,3.3,2.2,6.6,1,31,1,6.6,10,4,13,sad
6,23,early,1,5,31,5,41,6.4,73,6.6,2.5,5.3,1,6,1,5.5,10,5,31,neutral
6,24,early,2,5,9,5,9,8.2,65,5.5,3.0,5.4,1,48,0,4.4,0,5,9,neutral
6,25,early,3,5,41,5,41,7.7,65,4.4,3.3,6.4,0,14,0,6.1,0,4,41,neutral
6,26,early,4,5,21,5,21,8.3,56,6.1,2.8,7.3,1,59,0,5.9,0,5,21,neutral
6,27,early,5,6,53,6,53,7.3,56,5.9,3.2,6.4,1,20,0,4.6,0,6,53,happy
6,28,early,6,6,22,6,22,8.5,65,4.6,3.1,7.3,1,10,0,5.7,0,5,22,happy
6,29,early,0,5,40,6,0,6.8,69,5.7,3.4,6.2,0,16,2,5.0,20,5,40,neutral
7,1,standard,0,8,10,8,20,5.9,60,4.6,6.1,8.8,1,16,1,5.2,10,8,10,neutral
7,2,standard,1,8,1,8,11,9.2,53,5.2,6.2,7.3,0,51,1,4.0,10,8,1,neutral
7,3,standard,2,8,35,8,35,7.3,59,4.0,6.2,6.3,1,27,0,3.1,0,8,35,sad
7,4,standard,3,8,34,8,44,7.7,55,3.1,5.9,6.9,0,56,1,3.7,10,7,34,sad
7,5,standard,4,8,30,8,30,6.9,64,3.7,6.0,5.7,0,56,0,5.4,0,9,30,sad
7,6,standard,5,9,12,9,22,8.0,61,5.4,6.9,7.1,1,28,1,3.5,10,9,12,neutral
7,7,standard,6,9,7,9,37,6.6,51,3.5,7.2,6.7,0,23,3,4.4,30,10,7,neutral
7,8,standard,0,8,29,8,49,8.5,60,4.4,7.5,7.7,0,43,2,3.9,20,8,29,happy
7,9,standard,1,8,57,9,27,8.2,68,3.9,7.2,6.1,1,25,3,2.8,30,8,57,sad
7,10,standard,2,8,59,9,9,6.9,71,2.8,8.1,7.7,1,19,1,6.2,10,9,59,sad
7,11,standard,3,8,55,9,5,8.1,64,6.2,8.1,7.5,1,11,1,6.1,10,8,55,happy
7,12,standard,4,8,53,9,13,6.8,73,6.1,8.3,6.3,0,39,2,0.9,20,8,53,neutral
7,13,standard,5,9,2,9,2,6.1,68,0.9,8.5,5.3,0,48,0,4.4,0,8,2,sad
7,14,standard,6,9,20,9,30,6.9,69,4.4,8.2,5.6,1,0,1,3.2,10,9,20,sad
7,15,standard,0,8,16,8,16,7.5,71,3.2,7.4,8.7,1,59,0,4.7,0,7,16,neutral
7,16,standard,1,8,32,8,32,6.7,63,4.7,7.3,8.5,1,55,0,0.6,0,8,32,sad
7,17,standard,2,8,30,9,0,6.9,56,0.6,7.8,6.0,0,50,3,4.5,30,9,30,sad
7,18,standard,3,8,44,8,44,6.6,60,4.5,7.3,6.9,0,18,0,4.6,0,8,44,neutral
7,19,standard,4,8,5,8,25,9.3,56,4.6,8.0,6.3,0,22,2,4.9,20,8,5,neutral
7,20,standard,5,9,17,9,27,7.9,52,4.9,7.4,5.9,1,34,1,1.7,10,9,17,sad
7,21,standard,6,9,7,9,17,7.8,62,1.7,7.5,2.6,0,7,1,3.1,10,10,7,neutral
7,22,standard,0,8,55,9,5,6.7,60,3.1,8.7,6.4,0,23,1,4.8,10,9,55,neutral
7,23,standard,1,8,30,8,50,7.9,55,4.8,8.6,7.9,1,20,2,3.9,20,8,30,sad
7,24,standard,2,8,13,8,23,7.8,49,3.9,9.0,7.4,1,3,1,4.3,10,8,13,neutral
7,25,standard,3,8,46,8,46,7.3,55,4.3,8.5,6.9,0,45,0,4.2,0,8,46,neutral
7,26,standard,4,8,20,8,20,6.9,60,4.2,8.5,6.5,1,30,0,4.0,0,8,20,neutral
7,27,standard,5,9,46,9,56,9.0,50,4.0,7.9,6.4,1,43,1,2.7,10,9,46,neutral
7,28,standard,6,9,36,9,36,8.0,45,2.7,7.9,5.1,0,34,0,4.5,0,8,36,sad
7,29,standard,0,8,35,8,35,9.3,52,4.5,8.6,6.9,0,56,0,2.7,0,8,35,neutral
8,1,standard,0,8,0,8,20,5.5,56,4.9,3.0,6.6,1,1,2,3.9,20,7,0,happy
8,2,standard,1,8,7,8,17,6.5,64,3.9,3.5,4.8,0,3,1,6.6,10,9,7,sad
8,3,standard,2,8,22,8,32,6.7,55,6.6,3.9,7.5,1,42,1,4.8,10,8,22,happy
8,4,standard,3,8,23,8,23,6.9,45,4.8,3.5,4.3,1,7,0,4.3,0,9,23,sad
8,5,standard,4,8,1,8,1,8.6,42,4.3,3.1,6.8,1,42,0,3.8,0,7,1,neutral
8,6,standard,5,9,18,9,18,6.8,34,3.8,3.1,5.7,0,1,0,6.1,0,8,18,sad
8,7,standard,6,9,34,10,4,6.6,36,6.1,3.2,8.5,1,20,3,4.0,30,9,34,neutral
8,8,standard,0,8,52,9,12,7.0,33,4.0,3.0,5.5,0,23,2,6.2,20,7,52,neutral
8,9,standard,1,8,50,8,50,6.5,42,6.2,3.4,8.8,1,9,0,6.4,0,8,50,neutral
8,10,standard,2,8,6,8,6,6.1,33,6.4,3.3,9.4,1,43,0,4.1,0,8,6,happy
8,11,standard,3,8,45,8,55,6.0,27,4.1,3.0,5.9,0,5,1,3.2,10,7,45,happy
8,12,standard,4,8,56,9,6,7.6,36,3.2,2.9,6.6,1,16,1,6.2,10,7,56,sad
8,13,standard,5,9,1,9,1,9.0,32,6.2,3.2,6.6,1,30,0,6.2,0,9,1,neutral
8,14,standard,6,9,13,9,13,7.4,30,6.2,3.5,6.5,1,39,0,5.9,0,9,13,happy
8,15,standard,0,8,25,8,25,5.8,32,5.9,3.6,7.3,1,56,0,5.3,0,8,25,neutral
8,16,standard,1,8,44,8,44,5.7,30,5.3,2.9,8.8,1,23,0,5.9,0,8,44,neutral
8,17,standard,2,8,51,8,51,7.2,34,5.9,3.8,8.4,0,0,0,6.6,0,8,51,sad
8,18,standard,3,8,51,8,51,6.8,35,6.6,4.4,8.7,0,53,0,4.2,0,8,51,neutral
8,19,standard,4,8,36,8,36,7.3,43,4.2,4.7,5.7,1,47,0,4.5,0,7,36,sad
8,20,standard,5,9,47,9,47,7.9,51,4.5,4.2,6.6,0,5,0,6.2,0,10,47,neutral
8,21,standard,6,9,43,10,3,8.7,57,6.2,3.7,7.4,0,42,2,3.1,20,9,43,neutral
8,22,standard,0,8,1,8,31,7.4,66,3.1,4.3,4.4,1,37,3,5.2,30,7,1,sad
8,23,standard,1,8,39,8,59,7.2,68,5.2,4.7,8.2,1,20,2,4.7,20,7,39,sad
8,24,standard,2,8,20,8,40,7.6,66,4.7,4.0,4.5,0,56,2,7.2,20,7,20,sad
8,25,standard,3,8,6,8,6,7.4,63,7.2,3.5,10.0,0,14,0,2.7,0,8,6,happy
8,26,standard,4,8,27,8,27,7.0,73,2.7,3.2,3.8,1,39,0,4.3,0,9,27,neutral
8,27,standard,5,9,18,9,38,8.0,70,4.3,3.1,7.1,1,51,2,5.8,20,10,18,neutral
8,28,standard,6,9,47,10,7,5.9,80,5.8,2.6,7.2,0,8,2,6.5,20,9,47,neutral
8,29,standard,0,8,33,8,33,6.7,73,6.5,3.4,8.6,1,51,0,8.1,0,8,33,neutral
9,1,standard,0,6,54,6,54,8.5,51,2.5,7.6,5.6,1,15,0,3.7,0,5,54,sad
9,2,standard,1,6,38,6,58,6.4,44,3.7,7.1,8.8,1,45,2,4.7,20,6,38,sad
9,3,standard,2,6,52,6,52,6.4,46,4.7,7.0,5.4,1,53,0,3.4,0,6,52,neutral
9,4,standard,3,6,32,6,32,7.5,36,3.4,6.9,5.0,0,42,0,3.4,0,5,32,neutral
9,5,standard,4,6,55,6,55,6.6,26,3.4,7.4,7.4,1,31,0,5.0,0,5,55,neutral
9,6,standard,5,7,58,7,58,7.7,31,5.0,6.8,6.7,1,33,0,4.1,0,7,58,sad
9,7,standard,6,7,52,7,52,8.0,37,4.1,7.7,7.2,0,38,0,4.0,0,7,52,neutral
9,8,standard,0,6,21,6,21,8.6,40,4.0,8.1,5.2,1,12,0,4.6,0,6,21,happy
9,9,standard,1,6,52,7,2,7.3,49,4.6,8.5,7.9,0,44,1,4.6,10,6,52,neutral
9,10,standard,2,6,23,6,23,7.3,55,4.6,8.6,9.8,0,52,0,3.6,0,6,23,happy
9,11,standard,3,6,30,6,40,7.8,57,3.6,9.9,6.6,0,51,1,4.4,10,5,30,neutral
9,12,standard,4,6,55,7,5,8.1,64,4.4,10.0,7.4,0,27,1,3.2,10,6,55,happy
9,13,standard,5,7,7,7,7,5.9,65,3.2,10.0,9.0,1,13,0,6.4,0,6,7,sad
9,14,standard,6,7,4,7,4,8.4,70,6.4,9.6,8.8,1,46,0,3.5,0,7,4,neutral
9,15,standard,0,6,52,6,52,6.7,80,3.5,9.1,5.2,0,46,0,3.6,0,5,52,neutral
9,16,standard,1,6,56,7,26,6.3,76,3.6,9.0,6.6,0,37,3,2.3,30,7,56,sad
9,17,standard,2,6,14,6,14,5.7,71,2.3,8.6,6.1,1,35,0,4.6,0,5,14,neutral
9,18,standard,3,6,57,7,17,6.8,74,4.6,9.3,6.4,0,35,2,3.9,20,6,57,neutral
9,19,standard,4,6,30,6,30,7.6,64,3.9,8.6,5.6,1,27,0,4.5,0,6,30,sad
9,20,standard,5,7,47,7,57,7.0,72,4.5,8.6,6.0,0,24,1,2.4,10,7,47,happy
9,21,standard,6,7,9,7,39,8.0,77,2.4,8.7,4.9,0,5,3,2.3,30,6,9,sad
